SQUID,UNIT,Merged_UNITs,TOPELEVATION,BOTTOMELEVATION,RAWMAT,Material Type,Distance (km),DEBITAGE,DATACLASS,PRESERVATION,PATINATION,CORTEX,LOCATION OF CORTEX,CORTEX OF PREPARATION SURFACE,BURNT,SURFACE OF  FLAKE USED FOR FLAKING,NUMBER OF ACTIVE EDGES CORES,NUMBER OF PLATFORMS ON CORE,NUMBER OF SCARS FS,NUMBER OF SCARS PS,CORE LONGITUDINAL SECTION,CORE MORPHOLOGY,CORE TECHNOLOGY,CORE FLAKING METHODS,CORE TYPE,TYPE OF FLAKE CF,DOMINANT SCAR,LAST SCAR,ANGLE BETWEEN SP AND DS,FLAKE SP,TECHNOLOGY,PROFILE VENTRAL,PROFILE DORSAL,SECTION,FLAKE MORPHOLOGY,FLAKE TERMINATION,SYMMETRY,Parent Scar,NO DORSAL SCARS,SCAR PATTERN,STRIKING PLATFORM,LIP,RETOUCH,TOOL BLANK,STAGE OF RETOUCH,MODULE,TYPOLOGY A,RETOUCH LOCATION A,RETOUCH FACE A,RETOUCH TYPE A,ABRASION,SHAPE OF ACTIVE EDGE A,SECOND EVENT RETOUCH,TYPOLOGY B,RETOUCH LOCATION B,RETOUCH FACE B,RETOUCH TYPE B,SHAPE OF ACTIVE EDGE B,CORE LENGTH,CORE WIDTH,CORE THICKNESS,LENGTH OF DOMINANT SCAR,WIDTH OF DOMINANT SCAR,LENGTH OF LAST SCAR,WIDTH OF LAST SCAR,CORE CIRCUMFERENCE,TECHNOLOGICAL LENGTH,TECHNOLOGICAL WIDTH,MORPHOLOGICAL LENGTH,MORPHOLOGICAL WIDTH,THICKNESS,BREADTH OF STRIKING PLATFORM,DEPTH OF STRIKING PLATFORM,WEIGHT,IMAGE ACQUISITION 2D AND 3D,COMMENTS
K14-c,4.1,4,98.28,98.78,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Concave,Irregular,Feather,A symetric to the right,,7,Along axis,Faceted,Not lipped,No,,,Module 2,,,,,,,No,,,,,,,,,,,,,,8.67,9.23,10.21,8.28,1.7,4.6,1.82,0.05,None,
K14-1243/1250-d,3.1,3,99.37,99.33,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Irregular,Feather,A symetric to the left,,5,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,4.96,4.68,5.85,4.24,0.71,1.22,0.61,0.01,None,
K14-1243/1250-c,3.1,3,99.37,99.33,Geghasar,Obsidian,40,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,,,,,,,,Module 1,,,,,,,No,,,,,,,,,,,,,,0.8,0.5,0.8,0.5,0.3,,,0.01,Photo high resolution,
K14-1243/1250-b,3.1,3,99.37,99.33,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Leaf shaped,Feather,A symetric to the right,,4,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.26,2.77,6.28,2.63,0.42,2.02,0.46,0.01,Photo high resolution,
K14-1243/1250-f,3.1,3,99.37,99.33,Obsidian,Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Irregular,Hinge,Symmetrical,,1,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,2.23,6.31,5.13,2.68,0.47,2.02,0.48,0.01,None,
K14-1243/1250-small,3.1,3,99.37,99.33,Obsidian,Obsidian,,Flake<5mm,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,,,,,,,,Module 1,,,,,,,No,,,,,,,,,,,,,,0.7,0.5,0.7,0.5,0.2,,,0,None,
K14-904/925-a,1.3,1,99.78,99.77,Geghasar,Obsidian,40,Flake,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,9,Along axis,,,Yes,Flake,Pre detachment,Module 3,,Distal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,9.6,7.02,0.83,,,0.01,None,
K14-904/925-c,1.3,1,99.78,99.77,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Trapezoidal,Feather,Symmetrical,,3,Along axis,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.55,5.88,6.67,4.84,0.73,,,0.01,None,
K10,3.1,3,99.07,99.03,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Triangular,Feather,Symmetrical,,6,Along axis side,Dihedral,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.28,6.42,8.48,7.24,1.51,7.87,2.87,0.09,None,
K10b-1052/1081,3.5,3,98.92,98.77,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Convex,Leaf shaped,Feather,Symmetrical,,3,Along axis,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.1,3.43,6.01,3.65,0.55,1.78,0.57,0.01,None,
K11-1,3.1,3,99.03,98.95,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Twisted,Concave,Straight,Sub rectangular,Feather,A symetric to the left,Yes,7,Along axis side,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,8.55,10.97,13.69,10.27,1.87,,,0.22,Photo+3d,
K13a/b-572/594-a,3.1 int,3,99.01,98.96,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Twisted,Twisted,Twisted,Pointed,Feather,Symmetrical,,4,Along axis side,Dihedral,Not lipped,Yes,Flake,Pre detachment,Module 1,,Distal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,7.43,5.27,8.46,5.38,0.52,4.26,1.49,0.01,None,
K13-a/b-572/594,3.1 int,3,99.01,98.96,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Triangular,Feather,Symmetrical,,2,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,3.59,6.54,6.7,3.66,0.97,3.68,1,0.01,None,
K13-a/b-557/571,1.4.1 int,1,99.02,99.02,Obsidian,Obsidian,,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,2,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,3.44,4.1,5.48,3.77,0.48,3.48,1.21,0.01,None,
M15-c,0.2,0,100,99.97,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Concave,Oval,Feather,Symmetrical,Yes,5,Along axis side,Faceted,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,10.75,10.36,13.54,11,1.09,7.03,1.85,0.19,Photo+3d,
M15-a,0.2,0,100,99.97,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Irregular,Feather,Symmetrical,Yes,8,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,15.83,11.1,16.08,13.92,1.22,,,0.24,None,
M15-1960/1962,3.1,3,99.48,99.45,Geghasar,Obsidian,40,Blade,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Leaf shaped,Feather,A symetric to the left,,5,Along axis opposed,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,18.32,6.96,18.36,7.19,1.91,,,0.2,Photo high resolution,
M15-1854/1856,1.3,1,99.64,99.61,Obsidian,Obsidian,,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,3,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,6.31,4.28,0.62,4.14,1,0.01,None,
M15-1527/1535,0.1,0,100.08,100.07,Geghasar,Obsidian,40,Flake,Dist+lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,2,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,5.35,4.4,0.88,3.53,0.78,0.01,None,
M15-1929/1940,3.1,3,99.46,99.42,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,Yes,3,Along axis,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,9.9,8.14,1.68,3.21,1.56,0.13,None,
M15-1512-b,0.1,0,100.17,100.17,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Sub triangular,Feather,A symetric to the left,Yes,3,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,Yes,,Distal,Dorsal,Signs of use,Convex,,,,,,,,,8.52,6.66,12.78,8.52,1.77,2.01,1.38,0.11,Photo high resolution,
M15-1536/1540-a,0.1,0,100.08,100.07,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Trapezoidal,Sub rectangular,Feather,A symetric to the left,,3,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.03,4.78,7.04,5.37,0.32,2.1,0.59,0.01,None,
M15-1536/1540-b,0.1,0,100.08,100.07,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Oval,Feather,A symetric to the left,,5,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.38,2.78,5.38,3.1,0.5,1.02,1.06,0,None,
M15-1884/1894-c,1.4,1,99.54,99.54,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,,5,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,3.77,6.23,3.91,6.2,1.25,5.19,1.35,0,Photo high resolution,
M15-1884/1894-b,1.4,1,99.54,99.54,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,Yes,1,Plain,Plain,Lipped,No,Kombewa flake,,Module 0,,,,,,,No,,,,,,,,,,,,,,4.93,5.12,6.7,5.87,1.09,4.75,1.05,0.01,None,
M15-1739/1748-a,0.2,0,99.95,99.94,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Irregular,Feather,A symetric to the right,,4,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.86,5.42,7.3,5.41,1.46,4.33,1.82,0.05,Photo+3d,
M15-1739/1748-d,0.2,0,99.95,99.94,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Irregular,Feather,Symmetrical,Yes,1,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,No,,No,,,,,,,,,,,,,,3.51,5.08,5.72,3.56,0.92,2.55,0.96,0,None,
M15-1759/1761-b,0.2,0,99.89,99.88,Geghasar,Obsidian,40,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,A symetric to the right,Yes,3,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,7.96,6.19,0.99,,,0.01,None,
M15-1835/1845-a,1.3,1,99.69,99.66,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Concave,Concave,Trapezoidal,Feather,A symetric to the right,,3,Along axis side,Faceted,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,10.51,6.24,15.15,10.34,0.85,4.36,1.59,0.09,None,
M15-1875/1882-a,1.4,1,99.56,99.54,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Oval,Feather,Symmetrical,Yes,1,Along axis,Faceted,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Isolated removals,Yes,,No,,,,,,,,,,,,,,4.43,6.23,6.84,4.57,0.55,6.21,0.51,0.01,None,
M15-1921/1927,3.1,3,99.46,99.45,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,10,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,8.71,5.56,1.69,4.08,1.46,0.08,Photo+3d,
M15-1735/1738,0.2,0,99.97,99.95,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Side,Cortical,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.34,9.65,10.05,5.8,2.05,7.63,1.68,0.07,Photo+3d,
M15,0.2,0,99.88,99.84,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Plain,Plain,Not lipped,No,Kombewa flake,,Module 0,,,,,,,No,,,,,,,,,,,,,,6.92,8.59,9.73,6.73,2.22,6.9,1.88,0.11,Photo+3d,
M15-1799/1802,1.3,1,99.79,99.77,Geghasar,Obsidian,40,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,2,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,7.67,3.73,1.72,4.31,1.94,0.01,None,
M15-1890/1891,1.3,1,99.66,99.62,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Straight,Irregular,Feather,Symmetrical,,5,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,6.09,6.36,6.7,5.4,0.79,4.79,0.81,0.01,None,
M15-1871/1874,1.4,1,99.59,99.56,Geghasar,Obsidian,40,Blade,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,A symetric to the right,,3,Along axis side,Crushed,Not lipped,Yes,Blade,Pre detachment,Module 3,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,11.35,8.88,18.88,9.59,1.82,,,0.31,Photo high resolution,Kombewa knaping
M15-1813/1819,1.3,1,99.74,99.73,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Oval,Feather,Symmetrical,Yes,1,Plain,Plain,Not lipped,No,,,Module 0,,,,,,,No,,,,,,,,,,,,,,5.47,5.63,7.91,5.54,1.46,2.02,0.54,0.1,None,
M14-1475/1508-e,1.3,1,99.76,99.75,Geghasar,Obsidian,40,Bladelet,Prox,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,3,Along axis,,,Yes,Bladelet,Pre detachment,Module 2,,Distal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,5.07,2.43,0.41,,,0,None,
M14-1475/1508-c,1.3,1,99.76,99.75,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,2,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,6.38,3.97,0.94,3.36,0.86,0.01,None,
M14-1475/1508-d,1.3,1,99.76,99.75,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Irregular,Feather,Symmetrical,Yes,9,Along axis side,Plain,Lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,4.64,3.82,5.21,4.82,0.96,3.4,1.03,0.01,Photo+3d,
M14-1194/1203-a,0.2,0,100.02,99.96,Geghasar,Obsidian,40,Flake,Lat,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,Feather,,,5,Along axis side,Plain,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,16.88,11.99,0.84,6.07,1.67,0.2,Photo+3d,
M14-1252/1278,0.2,0,99.91,99.9,Geghasar,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,5,Along axis side,Faceted,Lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,,,9.25,6.62,0.9,6.64,1.08,0.01,Photo high resolution,
M14-1714/1730-b,1.3,1,99.68,99.65,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Pointed,Feather,A symetric to the right,,8,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,11.14,4.48,10.78,5.37,1.42,1.16,0.89,0.08,None,
M14-1714/1730-d,1.3,1,99.68,99.65,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Leaf shaped,Feather,Symmetrical,,4,Along axis side,Punctiform,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.46,3.55,7.74,4.27,0.59,1.1,0.53,0.01,Photo high resolution,
M14-b/d-1233/1235-a,0.2,0,99.99,99.92,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,6,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 3,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,9.14,7.23,11.01,7.9,1,,,0.05,None,
M14-b/d-1233/1235,0.2,0,99.99,99.92,Geghasar-1,Obsidian,40,Flake,Dist,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,,,,,,,,6,Along axis,Dihedral,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,,,7.96,8.09,0.5,4.96,1.17,0.01,None,
M14-b/d-1233/1235-c,0.2,0,99.99,99.92,Geghasar-1,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Pointed,Feather,Symmetrical,,6,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Regular,No,,No,,,,,,,,,,,,,,5.71,3.76,5.08,4.14,0.88,2.57,0.89,0.01,None,
M14-1437/1468-a,1.3,1,99.78,99.77,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Polyhedral,Sub rectangular,Feather,Symmetrical,,7,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Distal,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,4.97,4.87,5.21,4.39,0.74,3.69,0.81,0.01,None,
M14-1437/1468,1.3,1,99.78,99.77,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Sub rectangular,Feather,Symmetrical,,4,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 1,,Circumference,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.35,3.77,5.63,4.01,0.43,2.2,0.77,0.01,Photo high resolution,
M14-1324/1362-a,0.2,0,99.84,99.83,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Polyhedral,Irregular,Feather,Symmetrical,,8,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 2,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,5.23,5.86,6.19,4.84,0.74,5.63,1,0.01,None,
M14-1324/1362-c,0.2,0,99.84,99.83,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Straight,Straight,Oval,Feather,Symmetrical,,4,Along axis,Plain,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Scraper-like,No,,No,,,,,,,,,,,,,,3.03,6.73,6.73,3.45,0.92,3.99,1.6,0.01,Photo high resolution,
M14-1384/1414-b,1.3,1,99.83,99.8,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Twisted,Irregular,Retouched,Symmetrical,Yes,12,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 4,,Circumference,Dorsal,Mixed,No,,No,,,,,,,,,,,,,,5.56,6.91,7.77,5.78,1.98,,,0.04,Photo high resolution,
M14-1384/1414-a,1.3,1,99.83,99.8,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Convex,Concave,Concave,Trapezoidal,Hinge,Symmetrical,Yes,7,Along axis,Plain,Not lipped,Yes,Kombewa flake,Pre detachment,Module 2,,Proximal,Dorsal,Fine,No,,No,,,,,,,,,,,,,,9.44,8.7,9.41,8.85,1.81,8.02,1.38,0.16,Photo+3d,
M14-1151/1125-a,0.1,0,100.08,100.07,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Sub rectangular,Hinge,Symmetrical,Yes,1,Along axis,Crushed,Not lipped,Yes,Kombewa flake,Pre detachment,Module 1,,Proximal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.25,3,5.29,3.66,0.58,,,0.01,Photo high resolution,
M14-1096/1106-a,0.1,0,100.12,100.08,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Triangular,Trapezoidal,Hinge,A symetric to the left,,6,Along axis,Plain,Lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.58,7.14,11.45,7.07,1.04,5.55,1.5,0.07,None,
M14-1787/1803-b,1.4,1,99.55,99.52,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Trapezoidal,Hinge,Symmetrical,Yes,2,Along axis side,Plain,Not lipped,Yes,Flake,Pre detachment,Module 1,,Distal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,6.71,4.61,6.93,5.28,0.35,2,0.39,0.01,None,
M14-1787/1803-d,1.4,1,99.55,99.52,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Triangular,Sub rectangular,Broken,Symmetrical,Yes,2,Along axis side,Punctiform,Lipped,Yes,Kombewa flake,Pre detachment,Module 4,,Distal,Dorsal,Flat,No,,No,,,,,,,,,,,,,,5.82,3.42,6.27,3.73,1.13,1.91,0.84,0.01,None,Two ventrals
M14-1524/1543-a,1.3,1,99.72,99.72,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Straight,Straight,Straight,Irregular,Feather,Symmetrical,,5,Along axis side,Faceted,Not lipped,Yes,Flake,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,3.63,8.74,8.74,4.34,0.63,5.29,0.66,0.01,None,
M14-1524/1543-b,1.3,1,99.72,99.72,Geghasar,Obsidian,40,Flake,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Irregular,Convex,Triangular,Irregular,Hinge,Symmetrical,,2,Along axis side,Crushed,Not lipped,Yes,Flake,Pre detachment,Module 1,,Proximal,Dorsal,Regular,No,,No,,,,,,,,,,,,,,6.98,5.69,6.65,5.38,1.93,,,0.04,None,
M14-1703/1709,1.3,1,99.72,99.61,Geghasar,Obsidian,40,Bladelet,Complete,Fresh,No patina,0,,,No,,,,,,,,,,,,,,,,Edge Modification ,Concave,Convex,Trapezoidal,Sub rectangular,Feather,Symmetrical,,4,Along axis side,Punctiform,Lipped,Yes,Bladelet,Pre detachment,Module 2,,Proximal until ridge,Dorsal,Flat,No,,No,,,,,,,,,,,,,,14.5,4.91,14.71,6.29,1.87,1.69,0.7,0.13,None,
